😮‍💨	face exhaling	blow|blowing|exhale|exhaling|exhausted|face|gasp|groan|relief|sigh|smiley|smoke|whisper|whistle
🫨	shaking face	crazy|daze|earthquake|face|omg|panic|shaking|shock|surprise|vibrate|whoa|wow
🙂‍↔️	head shaking horizontally	head|horizontally|no|shake|shaking
🙂‍↕️	head shaking vertically	head|nod|shaking|vertically|yes
🫩	face with bags under eyes	bags|bored|exhausted|eyes|face|fatigued|late|sleepy|tired|weary|with|under
🥵	hot face	dying|face|feverish|heat|hot|panting|red-faced|stroke|sweating|tongue
🥶	cold face	blue|blue-faced|cold|face|freezing|frostbite|icicles|subzero|teeth
🥴	woozy face	dizzy|drunk|eyes|face|intoxicated|mouth|tipsy|uneven|wavy|woozy
😵‍💫	face with spiral eyes	confused|dizzy|eyes|face|hypnotized|omg|smiley|spiral|trouble|whoa|woah|woozy|with
🥳	partying face	bday|birthday|celebrate|celebration|excited|face|happy|hat|hooray|horn|party|partying
🥸	disguised face	disguise|eyebrow|face|glasses|incognito|moustache|mustache|nose|person|spy|tache|tash|disguised
🫤	face with diagonal mouth	confused|confusion|diagonal|disappointed|doubt|doubtful|face|frustrated|frustration|meh|mouth|skeptical|unsure|whatever|wtv|with
🫪	distorted face	anxiety|bloated|panic|shocked|surprised|vulnerable|distorted|face
🥺	pleading face	begging|big|eyes|face|mercy|not|pleading|please|pretty|puppy|sad|why
🥹	face holding back tears	admiration|aww|back|cry|embarrassed|face|feelings|grateful|gratitude|holding|joy|please|proud|resist|sad|tears
🥱	yawning face	bedtime|bored|face|goodnight|nap|night|sleep|sleepy|tired|whatever|yawn|yawning|zzz
❤️‍🔥	heart on fire	burn|fire|heart|love|lust|sacred|on
❤️‍🩹	mending heart	healthier|heart|improving|mending|recovering|recuperating|well
🩷	pink heart	143|adorable|cute|emotion|heart|ily|like|love|pink|special|sweet
🩵	light blue heart	143|blue|cute|cyan|emotion|heart|ily|light|like|love|sky|special|teal
🤎	brown heart	143|brown|heart
🩶	grey heart	143|emotion|gray|grey|heart|ily|love|silver|slate|special
🤍	white heart	143|heart|white
🫯	fight cloud	argument|brawl|debate|disagreement|fight|ruckus|wrestle|cloud
🫱	rightwards hand	hand|handshake|hold|reach|right|rightward|rightwards|shake
🫲	leftwards hand	hand|handshake|hold|left|leftward|leftwards|reach|shake
🫳	palm down hand	dismiss|down|drop|dropped|hand|palm|pick|shoo|up
🫴	palm up hand	beckon|catch|come|hand|hold|know|lift|me|offer|palm|tell|up
🫷	leftwards pushing hand	block|five|halt|hand|high|hold|leftward|leftwards|pause|push|pushing|refuse|slap|stop|wait
🫸	rightwards pushing hand	block|five|halt|hand|high|hold|pause|push|pushing|refuse|rightward|rightwards|slap|stop|wait
🤌	pinched fingers	fingers|gesture|hand|hold|huh|interrogation|patience|pinched|relax|sarcastic|ugh|what|zip
🤏	pinching hand	amount|bit|fingers|hand|little|pinching|small|sort
🫰	hand with index finger and thumb crossed	<3|crossed|expensive|finger|hand|heart|index|love|money|snap|thumb|with|and
🫵	index pointing at the viewer	at|finger|hand|index|pointing|poke|viewer|you|the
🫶	heart hands	<3|hands|heart|love|you
🦾	mechanical arm	accessibility|arm|mechanical|prosthetic
🦿	mechanical leg	accessibility|leg|mechanical|prosthetic
🦵	leg	bent|foot|kick|knee|limb
🦶	foot	ankle|feet|kick|stomp
🦻	ear with hearing aid	accessibility|aid|ear|hard|hearing|with
🫀	anatomical heart	anatomical|beat|cardiology|heart|heartbeat|organ|pulse|real|red
🫁	lungs	breath|breathe|exhalation|inhalation|lung|organ|respiration
🦷	tooth	dentist|pearly|teeth|white
🦴	bone	bones|dog|skeleton|wishbone
🫦	biting lip	anxious|bite|biting|fear|flirt|flirting|kiss|lip|lipstick|nervous|sexy|uncomfortable|worried|worry
🧔‍♂️	man: beard	beard|bearded|man|whiskers|man:
🧔‍♀️	woman: beard	beard|bearded|whiskers|woman|woman:
👨‍🦰	man: red hair	adult|bro|man|red hair|man:|red|hair
👨‍🦱	man: curly hair	adult|bro|curly hair|man|man:|curly|hair
👨‍🦳	man: white hair	adult|bro|man|white hair|man:|white|hair
👨‍🦲	man: bald	adult|bald|bro|man|man:
👩‍🦰	woman: red hair	adult|lady|red hair|woman|woman:|red|hair
🧑‍🦰	person: red hair	adult|person|red hair|person:|red|hair
👩‍🦱	woman: curly hair	adult|curly hair|lady|woman|woman:|curly|hair
🧑‍🦱	person: curly hair	adult|curly hair|person|person:|curly|hair
👩‍🦳	woman: white hair	adult|lady|white hair|woman|woman:|white|hair
🧑‍🦳	person: white hair	adult|person|white hair|person:|white|hair
👩‍🦲	woman: bald	adult|bald|lady|woman|woman:
🧑‍🦲	person: bald	adult|bald|person|person:
👱‍♀️	woman: blond hair	blond|blond-haired|blonde|hair|woman|woman:
👱‍♂️	man: blond hair	blond|blond-haired|hair|man|man:
🙍‍♂️	man frowning	annoyed|disappointed|disgruntled|disturbed|frown|frowning|frustrated|gesture|irritated|man|upset
🙍‍♀️	woman frowning	annoyed|disappointed|disgruntled|disturbed|frown|frowning|frustrated|gesture|irritated|upset|woman
🙎‍♂️	man pouting	disappointed|downtrodden|frown|grimace|man|pouting|scowl|sulk|upset|whine
🙎‍♀️	woman pouting	disappointed|downtrodden|frown|grimace|pouting|scowl|sulk|upset|whine|woman
🙅‍♂️	man gesturing no	forbidden|gesture|hand|man|no|not|prohibit|gesturing
🙅‍♀️	woman gesturing no	forbidden|gesture|hand|no|not|prohibit|woman|gesturing
🙆‍♂️	man gesturing ok	exercise|gesture|gesturing|hand|man|ok|omg
🙆‍♀️	woman gesturing ok	exercise|gesture|gesturing|hand|ok|omg|woman
💁‍♂️	man tipping hand	fetch|flick|flip|gossip|hand|man|sarcasm|sarcastic|sassy|seriously|tipping|whatever
💁‍♀️	woman tipping hand	fetch|flick|flip|gossip|hand|sarcasm|sarcastic|sassy|seriously|tipping|whatever|woman
🙋‍♂️	man raising hand	gesture|hand|here|know|man|me|pick|question|raise|raising
🙋‍♀️	woman raising hand	gesture|hand|here|know|me|pick|question|raise|raising|woman
🧏	deaf person	accessibility|deaf|ear|gesture|hear|person
🧏‍♂️	deaf man	accessibility|deaf|ear|gesture|hear|man
🧏‍♀️	deaf woman	accessibility|deaf|ear|gesture|hear|woman
🙇‍♂️	man bowing	apology|ask|beg|bow|bowing|favor|forgive|gesture|man|meditate|meditation|pity|regret|sorry
🙇‍♀️	woman bowing	apology|ask|beg|bow|bowing|favor|forgive|gesture|meditate|meditation|pity|regret|sorry|woman
🤦‍♂️	man facepalming	again|bewilder|disbelief|exasperation|facepalm|man|no|not|oh|omg|shock|smh|facepalming
🤦‍♀️	woman facepalming	again|bewilder|disbelief|exasperation|facepalm|no|not|oh|omg|shock|smh|woman|facepalming
🤷‍♂️	man shrugging	doubt|dunno|guess|idk|ignorance|indifference|knows|man|maybe|shrug|shrugging|whatever|who
🤷‍♀️	woman shrugging	doubt|dunno|guess|idk|ignorance|indifference|knows|maybe|shrug|shrugging|whatever|who|woman
🧑‍⚕️	health worker	doctor|health|healthcare|nurse|therapist|worker
🧑‍🎓	student	graduate
🧑‍🏫	teacher	instructor|lecturer|professor
🧑‍⚖️	judge	justice|law|scales
🧑‍🌾	farmer	gardener|rancher
🧑‍🍳	cook	chef
🧑‍🔧	mechanic	electrician|plumber|tradesperson
🧑‍🏭	factory worker	assembly|factory|industrial|worker
🧑‍💼	office worker	architect|business|manager|office|white-collar|worker
🧑‍🔬	scientist	biologist|chemist|engineer|mathematician|physicist
🧑‍💻	technologist	coder|computer|developer|inventor|software
🧑‍🎤	singer	actor|entertainer|rock|rockstar|star
🧑‍🎨	artist	palette
🧑‍✈️	pilot	plane
🧑‍🚀	astronaut	rocket|space
🧑‍🚒	firefighter	fire|firetruck
👮‍♂️	man police officer	apprehend|arrest|citation|cop|law|man|officer|over|police|pulled|undercover
👮‍♀️	woman police officer	apprehend|arrest|citation|cop|law|officer|over|police|pulled|undercover|woman
🕵️‍♂️	man detective	detective|man|sleuth|spy
🕵️‍♀️	woman detective	detective|sleuth|spy|woman
💂‍♂️	man guard	buckingham|guard|helmet|london|man|palace
💂‍♀️	woman guard	buckingham|guard|helmet|london|palace|woman
🥷	ninja	assassin|fight|fighter|hidden|person|secret|skills|sly|soldier|stealth|war
👷‍♂️	man construction worker	build|construction|fix|hardhat|hat|man|rebuild|remodel|repair|work|worker
👷‍♀️	woman construction worker	build|construction|fix|hardhat|hat|man|rebuild|remodel|repair|woman|work|worker
🫅	person with crown	crown|monarch|noble|person|regal|royal|royalty|with
👳‍♂️	man wearing turban	man|turban|wearing
👳‍♀️	woman wearing turban	turban|wearing|woman
🤵‍♂️	man in tuxedo	formal|groom|man|tuxedo|wedding|in
🤵‍♀️	woman in tuxedo	formal|tuxedo|wedding|woman|in
👰‍♂️	man with veil	man|veil|wedding|with
👰‍♀️	woman with veil	bride|veil|wedding|woman|with
🫃	pregnant man	belly|bloated|full|man|overeat|pregnant
🫄	pregnant person	belly|bloated|full|overeat|person|pregnant|stuffed
👩‍🍼	woman feeding baby	baby|feed|feeding|mom|mother|nanny|newborn|nursing|woman
👨‍🍼	man feeding baby	baby|dad|father|feed|feeding|man|nanny|newborn|nursing
🧑‍🍼	person feeding baby	baby|feed|feeding|nanny|newborn|nursing|parent|person
🧑‍🎄	mx claus	celebration|christmas|claus|fairy|fantasy|holiday|merry|mx|santa|tale|xmas
🦸	superhero	good|hero|superpower
🦸‍♂️	man superhero	good|hero|man|superhero|superpower
🦸‍♀️	woman superhero	good|hero|heroine|superhero|superpower|woman
🦹	supervillain	bad|criminal|evil|superpower|villain
🦹‍♂️	man supervillain	bad|criminal|evil|man|superpower|supervillain|villain
🦹‍♀️	woman supervillain	bad|criminal|evil|superpower|supervillain|villain|woman
🧙‍♂️	man mage	fantasy|mage|magic|man|play|sorcerer|sorceress|sorcery|spell|summon|witch|wizard
🧙‍♀️	woman mage	fantasy|mage|magic|play|sorcerer|sorceress|sorcery|spell|summon|witch|wizard|woman
🧚‍♂️	man fairy	fairy|fairytale|fantasy|man|myth|oberon|person|pixie|puck|tale|wings
🧚‍♀️	woman fairy	fairy|fairytale|fantasy|myth|person|pixie|tale|titania|wings|woman
🧛‍♂️	man vampire	blood|fangs|halloween|man|scary|supernatural|teeth|undead|vampire
🧛‍♀️	woman vampire	blood|fangs|halloween|scary|supernatural|teeth|undead|vampire|woman
🧜‍♂️	merman	creature|fairytale|folklore|neptune|ocean|poseidon|sea|siren|trident|triton
🧜‍♀️	mermaid	creature|fairytale|folklore|merwoman|ocean|sea|siren|trident
🧝‍♂️	man elf	elf|elves|enchantment|fantasy|folklore|magic|magical|man|myth
🧝‍♀️	woman elf	elf|elves|enchantment|fantasy|folklore|magic|magical|myth|woman
🧞‍♂️	man genie	djinn|fantasy|genie|jinn|lamp|man|myth|rub|wishes
🧞‍♀️	woman genie	djinn|fantasy|genie|jinn|lamp|myth|rub|wishes|woman
🧟‍♂️	man zombie	apocalypse|dead|halloween|horror|man|scary|undead|walking|zombie
🧟‍♀️	woman zombie	apocalypse|dead|halloween|horror|scary|undead|walking|woman|zombie
🧌	troll	fairy|fantasy|monster|tale|trolling
🫈	hairy creature	bigfoot|cryptid|forest|giant|hairy|sasquatch|woodwose|yeti|creature
💆‍♂️	man getting massage	face|getting|headache|man|massage|relax|relaxing|salon|soothe|spa|tension|therapy|treatment
💆‍♀️	woman getting massage	face|getting|headache|massage|relax|relaxing|salon|soothe|spa|tension|therapy|treatment|woman
💇‍♂️	man getting haircut	barber|beauty|chop|cosmetology|cut|groom|hair|haircut|man|parlor|person|shears|style|getting
💇‍♀️	woman getting haircut	barber|beauty|chop|cosmetology|cut|groom|hair|haircut|parlor|person|shears|style|woman|getting
🚶‍♂️	man walking	amble|gait|hike|man|pace|pedestrian|stride|stroll|walk|walking
🚶‍♀️	woman walking	amble|gait|hike|man|pace|pedestrian|stride|stroll|walk|walking|woman
🚶‍➡️	person walking: facing right	amble|facing|gait|hike|man|pace|pedestrian|person|right|stride|stroll|walk|walking|walking:
🚶‍♀️‍➡️	woman walking: facing right	amble|facing|gait|hike|man|pace|pedestrian|right|stride|stroll|walk|walking|woman|walking:
🚶‍♂️‍➡️	man walking: facing right	amble|facing|gait|hike|man|pace|pedestrian|right|stride|stroll|walk|walking|walking:
🧍	person standing	person|stand|standing
🧍‍♂️	man standing	man|stand|standing
🧍‍♀️	woman standing	stand|standing|woman
🧎	person kneeling	kneel|kneeling|knees|person
🧎‍♂️	man kneeling	kneel|kneeling|knees|man
🧎‍♀️	woman kneeling	kneel|kneeling|knees|woman
🧎‍➡️	person kneeling: facing right	facing|kneel|kneeling|knees|person|right|kneeling:
🧎‍♀️‍➡️	woman kneeling: facing right	facing|kneel|kneeling|knees|right|woman|kneeling:
🧎‍♂️‍➡️	man kneeling: facing right	facing|kneel|kneeling|knees|man|right|kneeling:
🧑‍🦯	person with white cane	accessibility|blind|cane|person|probing|white|with
🧑‍🦯‍➡️	person with white cane: facing right	accessibility|blind|cane|facing|person|probing|right|white|with|cane:
👨‍🦯	man with white cane	accessibility|blind|cane|man|probing|white|with
👨‍🦯‍➡️	man with white cane: facing right	accessibility|blind|cane|facing|man|probing|right|white|with|cane:
👩‍🦯	woman with white cane	accessibility|blind|cane|probing|white|woman|with
👩‍🦯‍➡️	woman with white cane: facing right	accessibility|blind|cane|facing|probing|right|white|woman|with|cane:
🧑‍🦼	person in motorized wheelchair	accessibility|motorized|person|wheelchair|in
🧑‍🦼‍➡️	person in motorized wheelchair: facing right	accessibility|facing|motorized|person|right|wheelchair|in|wheelchair:
👨‍🦼	man in motorized wheelchair	accessibility|man|motorized|wheelchair|in
👨‍🦼‍➡️	man in motorized wheelchair: facing right	accessibility|facing|man|motorized|right|wheelchair|in|wheelchair:
👩‍🦼	woman in motorized wheelchair	accessibility|motorized|wheelchair|woman|in
👩‍🦼‍➡️	woman in motorized wheelchair: facing right	accessibility|facing|motorized|right|wheelchair|woman|in|wheelchair:
🧑‍🦽	person in manual wheelchair	accessibility|manual|person|wheelchair|in
🧑‍🦽‍➡️	person in manual wheelchair: facing right	accessibility|facing|manual|person|right|wheelchair|in|wheelchair:
👨‍🦽	man in manual wheelchair	accessibility|man|manual|wheelchair|in
👨‍🦽‍➡️	man in manual wheelchair: facing right	accessibility|facing|man|manual|right|wheelchair|in|wheelchair:
👩‍🦽	woman in manual wheelchair	accessibility|manual|wheelchair|woman|in
👩‍🦽‍➡️	woman in manual wheelchair: facing right	accessibility|facing|manual|right|wheelchair|woman|in|wheelchair:
🏃‍♂️	man running	fast|hurry|man|marathon|move|quick|race|racing|run|rush|speed|running
🏃‍♀️	woman running	fast|hurry|marathon|move|quick|race|racing|run|rush|speed|woman|running
🏃‍➡️	person running: facing right	facing|fast|hurry|marathon|move|person|quick|race|racing|right|run|rush|speed|running:
🏃‍♀️‍➡️	woman running: facing right	facing|fast|hurry|marathon|move|quick|race|racing|right|run|rush|speed|woman|running:
🏃‍♂️‍➡️	man running: facing right	facing|fast|hurry|man|marathon|move|quick|race|racing|right|run|rush|speed|running:
🧑‍🩰	ballet dancer	ballet|dancer
👯‍♂️	men with bunny ears	bestie|bff|bunny|counterpart|dancer|double|ear|identical|men|pair|party|partying|people|soulmate|twin|twinsies|with|ears
👯‍♀️	women with bunny ears	bestie|bff|bunny|counterpart|dancer|double|ear|identical|pair|party|partying|people|soulmate|twin|twinsies|women|with|ears
🧖‍♂️	man in steamy room	day|luxurious|man|pamper|relax|room|sauna|spa|steam|steambath|unwind|in|steamy
🧖‍♀️	woman in steamy room	day|luxurious|pamper|relax|room|sauna|spa|steam|steambath|unwind|woman|in|steamy
🧗‍♂️	man climbing	climb|climber|climbing|man|mountain|rock|scale|up
🧗‍♀️	woman climbing	climb|climber|climbing|mountain|rock|scale|up|woman
🏌️‍♂️	man golfing	ball|birdie|caddy|driving|golf|golfing|green|man|pga|putt|range|tee
🏌️‍♀️	woman golfing	ball|birdie|caddy|driving|golf|golfing|green|pga|putt|range|tee|woman
🏄‍♂️	man surfing	beach|man|ocean|sport|surf|surfer|surfing|swell|waves
🏄‍♀️	woman surfing	beach|ocean|person|sport|surf|surfer|surfing|swell|waves|woman
🚣‍♂️	man rowing boat	boat|canoe|cruise|fishing|lake|man|oar|paddle|raft|river|row|rowboat|rowing
🚣‍♀️	woman rowing boat	boat|canoe|cruise|fishing|lake|oar|paddle|raft|river|row|rowboat|rowing|woman
🏊‍♂️	man swimming	freestyle|man|sport|swim|swimmer|swimming|triathlon
🏊‍♀️	woman swimming	freestyle|man|sport|swim|swimmer|swimming|triathlon|woman
⛹️‍♂️	man bouncing ball	athletic|ball|basketball|bouncing|championship|dribble|man|net|player|throw
⛹️‍♀️	woman bouncing ball	athletic|ball|basketball|bouncing|championship|dribble|net|player|throw|woman
🏋️‍♂️	man lifting weights	barbell|bodybuilder|deadlift|lifter|lifting|man|powerlifting|weight|weightlifter|weights|workout
🏋️‍♀️	woman lifting weights	barbell|bodybuilder|deadlift|lifter|lifting|powerlifting|weight|weightlifter|weights|woman|workout
🚴‍♂️	man biking	bicycle|bicyclist|bike|biking|cycle|cyclist|man|riding|sport
🚴‍♀️	woman biking	bicycle|bicyclist|bike|biking|cycle|cyclist|riding|sport|woman
🚵‍♂️	man mountain biking	bicycle|bicyclist|bike|biking|cycle|cyclist|man|mountain|riding|sport
🚵‍♀️	woman mountain biking	bicycle|bicyclist|bike|biking|cycle|cyclist|mountain|riding|sport|woman
🤸‍♂️	man cartwheeling	active|cartwheel|cartwheeling|excited|flip|gymnastics|happy|man|somersault
🤸‍♀️	woman cartwheeling	active|cartwheel|cartwheeling|excited|flip|gymnastics|happy|somersault|woman
🤼‍♂️	men wrestling	combat|duel|grapple|men|ring|tournament|wrestle|wrestling
🤼‍♀️	women wrestling	combat|duel|grapple|ring|tournament|women|wrestle|wrestling
🤽‍♂️	man playing water polo	man|playing|polo|sport|swimming|water|waterpolo
🤽‍♀️	woman playing water polo	playing|polo|sport|swimming|water|waterpolo|woman
🤾‍♂️	man playing handball	athletics|ball|catch|chuck|handball|hurl|lob|man|pitch|playing|sport|throw|toss
🤾‍♀️	woman playing handball	athletics|ball|catch|chuck|handball|hurl|lob|pitch|playing|sport|throw|toss|woman
🤹‍♂️	man juggling	act|balance|balancing|handle|juggle|juggling|man|manage|multitask|skill
🤹‍♀️	woman juggling	act|balance|balancing|handle|juggle|juggling|manage|multitask|skill|woman
🧘‍♂️	man in lotus position	cross|legged|legs|lotus|man|meditation|peace|position|relax|serenity|yoga|yogi|zen|in
🧘‍♀️	woman in lotus position	cross|legged|legs|lotus|meditation|peace|position|relax|serenity|woman|yoga|yogi|zen|in
🧑‍🤝‍🧑	people holding hands	bae|bestie|bff|couple|dating|flirt|friends|hand|hold|people|twins|holding|hands
🫂	people hugging	comfort|embrace|farewell|friendship|goodbye|hello|hug|hugging|love|people|thanks
🧑‍🧑‍🧒	family: adult, adult, child	adult|child|family|family:|adult,
🧑‍🧑‍🧒‍🧒	family: adult, adult, child, child	adult|child|family|family:|adult,|child,
🧑‍🧒	family: adult, child	adult|child|family|family:|adult,
🧑‍🧒‍🧒	family: adult, child, child	adult|child|family|family:|adult,|child,
🫆	fingerprint	clue|crime|detective|forensics|identity|mystery|print|safety|trace
🦧	orangutan	animal|ape|monkey
🦮	guide dog	accessibility|animal|blind|dog|guide
🐕‍🦺	service dog	accessibility|animal|assistance|dog|service
🦝	raccoon	animal|curious|sly
🐈‍⬛	black cat	animal|black|cat|feline|halloween|meow|unlucky
🫎	moose	alces|animal|antlers|elk|mammal
🫏	donkey	animal|ass|burro|hinny|mammal|mule|stubborn
🦬	bison	animal|buffalo|herd|wisent
🦙	llama	alpaca|animal|guanaco|vicuña|wool
🦣	mammoth	animal|extinction|large|tusk|wooly
🦛	hippopotamus	animal|hippo
🦫	beaver	animal|dam|teeth
🐻‍❄️	polar bear	animal|arctic|bear|polar|white
🦥	sloth	lazy|slow
🦦	otter	animal|fishing|playful
🦨	skunk	animal|stink
🦘	kangaroo	animal|joey|jump|marsupial
🦡	badger	animal|honey|pester
🦢	swan	animal|bird|cygnet|duckling|ornithology|ugly
🦤	dodo	animal|bird|extinction|large|ornithology
🪶	feather	bird|flight|light|plumage
🦩	flamingo	animal|bird|flamboyant|ornithology|tropical
🦚	peacock	animal|bird|colorful|ornithology|ostentatious|peahen|pretty|proud
🦜	parrot	animal|bird|ornithology|pirate|talk
🪽	wing	angelic|ascend|aviation|bird|fly|flying|heavenly|mythology|soar
🐦‍⬛	black bird	animal|beak|bird|black|caw|corvid|crow|ornithology|raven|rook
🪿	goose	animal|bird|duck|flock|fowl|gaggle|gander|geese|honk|ornithology|silly
🐦‍🔥	phoenix	ascend|ascension|emerge|fantasy|firebird|glory|immortal|rebirth|reincarnation|reinvent|renewal|revival|revive|rise|transform
🫍	orca	marine|ocean|whale
🦭	seal	animal|lion|ocean|sea
🪸	coral	change|climate|ocean|reef|sea
🪼	jellyfish	animal|aquarium|burn|invertebrate|jelly|life|marine|ocean|ouch|plankton|sea|sting|stinger|tentacles
🦞	lobster	animal|bisque|claws|seafood
🦪	oyster	diving|pearl
🪲	beetle	animal|bug|insect
🪳	cockroach	animal|insect|pest|roach
🦟	mosquito	bite|disease|fever|insect|malaria|pest|virus
🪰	fly	animal|disease|insect|maggot|pest|rotting
🪱	worm	animal|annelid|earthworm|parasite
🦠	microbe	amoeba|bacteria|science|virus
🪷	lotus	beauty|buddhism|calm|flower|hinduism|peace|purity|serenity
🪻	hyacinth	bloom|bluebonnet|flower|indigo|lavender|lilac|lupine|plant|purple|shrub|snapdragon|spring|violet
🪴	potted plant	decor|grow|house|nurturing|plant|pot|potted
🪹	empty nest	branch|empty|home|nest|nesting
🪺	nest with eggs	bird|branch|egg|eggs|nest|nesting|with
🪾	leafless tree	bare|barren|branches|dead|drought|leafless|tree|trunk|winter|wood
🍋‍🟩	lime	acidity|citrus|cocktail|fruit|garnish|key|margarita|mojito|refreshing|salsa|sour|tangy|tequila|tropical|zest
🥭	mango	food|fruit|tropical
🫐	blueberries	berries|berry|bilberry|blue|blueberry|food|fruit
🫒	olive	food
🫑	bell pepper	bell|capsicum|food|pepper|vegetable
🥬	leafy green	bok|burgers|cabbage|choy|green|kale|leafy|lettuce|salad
🧄	garlic	flavoring
🧅	onion	flavoring
🫘	beans	food|kidney|legume|small
🫚	ginger root	beer|ginger|health|herb|natural|root|spice
🫛	pea pod	beans|beanstalk|edamame|legume|pea|pod|soybean|vegetable|veggie
🍄‍🟫	brown mushroom	food|fungi|fungus|mushroom|nature|pizza|portobello|shiitake|shroom|spore|sprout|toppings|truffle|vegetable|vegetarian|veggie|brown
🫜	root vegetable	beet|food|garden|radish|root|salad|turnip|vegetable|vegetarian
🫓	flatbread	arepa|bread|food|gordita|lavash|naan|pita
🥯	bagel	bakery|bread|breakfast|schmear
🧇	waffle	breakfast|indecisive|iron
🫔	tamale	food|mexican|pamonha|wrapped
🧆	falafel	chickpea|meatball
🫕	fondue	cheese|chocolate|food|melted|pot|ski
🧈	butter	dairy
🧂	salt	condiment|flavor|mad|salty|shaker|taste|upset
🥮	moon cake	autumn|cake|festival|moon|yuèbǐng
🧁	cupcake	bakery|dessert|sprinkles|sugar|sweet|treat
🫖	teapot	brew|drink|food|pot|tea
🫗	pouring liquid	accident|drink|empty|glass|liquid|oops|pour|pouring|spill|water
🧋	bubble tea	boba|bubble|food|milk|pearl|tea
🧃	beverage box	beverage|box|juice|straw|sweet
🧉	mate	drink
🧊	ice	cold|cube|iceberg
🫙	jar	condiment|container|empty|nothing|sauce|store
🧭	compass	direction|magnetic|navigation|orienteering
🛘	landslide	avalanche|danger|disaster|earthquake|mountain|mudslide|rocks
🧱	brick	bricks|clay|mortar|wall
🪨	rock	boulder|heavy|solid|stone|tough
🪵	wood	log|lumber|timber
🛖	hut	home|house|roundhouse|shelter|yurt
🛕	hindu temple	hindu|temple
🛝	playground slide	amusement|park|play|playground|playing|slide|sliding|theme
🛻	pickup truck	automobile|car|flatbed|pick-up|pickup|transportation|truck
🦽	manual wheelchair	accessibility|manual|wheelchair
🦼	motorized wheelchair	accessibility|motorized|wheelchair
🛺	auto rickshaw	auto|rickshaw|tuk
🛹	skateboard	board|skate|skater|wheels
🛼	roller skate	blades|roller|skate|skates|sport
🛞	wheel	car|circle|tire|turn|vehicle
🛟	ring buoy	buoy|float|life|lifesaver|preserver|rescue|ring|safety|save|saver|swim
🪂	parachute	hang-glide|parasail|skydive
🧳	luggage	bag|packing|roller|suitcase|travel
🪐	ringed planet	planet|ringed|saturn|saturnine
🧨	firecracker	dynamite|explosive|fire|fireworks|light|pop|popping|spark
🧧	red envelope	envelope|gift|good|hóngbāo|lai|luck|money|red|see
🥎	softball	ball|glove|sports|underarm
🥏	flying disc	disc|flying|ultimate
🥍	lacrosse	ball|goal|sports|stick
🤿	diving mask	diving|mask|scuba|snorkeling
🪀	yo-yo	fluctuate|toy
🪁	kite	fly|soar
🪄	magic wand	magic|magician|wand|witch|wizard
🧩	puzzle piece	clue|interlocking|jigsaw|piece|puzzle
🧸	teddy bear	bear|plaything|plush|stuffed|teddy|toy
🪅	piñata	candy|celebrate|celebration|cinco|de|festive|mayo|party|pinada|pinata
🪩	mirror ball	ball|dance|disco|glitter|mirror|party
🪆	nesting dolls	babooshka|baboushka|babushka|doll|dolls|matryoshka|nesting|russia
♟️	chess pawn	chess|dupe|expendable|pawn
🧵	thread	needle|sewing|spool|string
🪡	sewing needle	embroidery|needle|sew|sewing|stitches|sutures|tailoring|thread
🧶	yarn	ball|crochet|knit
🪢	knot	cord|rope|tangled|tie|twine|twist
🥽	goggles	dive|eye|protection|scuba|swimming|welding
🥼	lab coat	clothes|coat|doctor|dr|experiment|jacket|lab|scientist|white
🦺	safety vest	emergency|safety|vest
🥻	sari	clothing|dress
🩱	one-piece swimsuit	bathing|one-piece|suit|swimsuit
🩲	briefs	bathing|one-piece|suit|swimsuit|underwear
🩳	shorts	bathing|pants|suit|swimsuit|underwear
🪭	folding hand fan	clack|clap|cool|cooling|dance|fan|flirt|flutter|folding|hand|hot|shy
🩴	thong sandal	beach|flip|flop|sandal|sandals|shoe|thong|thongs|zōri
🥾	hiking boot	backpacking|boot|brown|camping|hiking|outdoors|shoe
🥿	flat shoe	ballet|comfy|flat|flats|shoe|slip-on|slipper
🩰	ballet shoes	ballet|dance|shoes
🪮	hair pick	afro|comb|groom|hair|pick
🪖	military helmet	army|helmet|military|soldier|war|warrior
🪊	trombone	brass|instrument|jazz|music|sad|slide
🪗	accordion	box|concertina|instrument|music|squeeze|squeezebox
🪕	banjo	music|stringed
🪘	long drum	beat|conga|drum|instrument|long|rhythm
🪇	maracas	cha|dance|instrument|music|party|percussion|rattle|shake|shaker
🪈	flute	band|fife|flautist|instrument|marching|music|orchestra|piccolo|pipe|recorder|woodwind
🪉	harp	cupid|instrument|love|music|orchestra
🪫	low battery	battery|drained|electronic|energy|low|power
🧮	abacus	calculation|calculator
🪔	diya lamp	diya|lamp|light|oil
🪙	coin	dollar|euro|gold|metal|money|rich|silver|treasure
🪎	treasure chest	gem|gold|jewels|loot|money|prize|silver|valuables|wealth|treasure|chest
🧾	receipt	accounting|bookkeeping|evidence|invoice|proof
🪓	axe	ax|chop|hatchet|split|wood
🪃	boomerang	rebound|repercussion|weapon
🪚	carpentry saw	carpenter|carpentry|cut|lumber|saw|tool|trim
🪛	screwdriver	flathead|handy|screw|tool
🦯	white cane	accessibility|blind|cane|probing|white
⛓️‍💥	broken chain	break|breaking|broken|chain|cuffs|freedom
🪝	hook	catch|crook|curve|ensnare|point|selling
🧰	toolbox	box|chest|mechanic|red|tool
🧲	magnet	attraction|horseshoe|magnetic|negative|positive|shape|u
